n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,n_assigned_DA,n_assigned_EE,n_assigned_EADA,sol_1_label,sol_2_label,sol_3_label,sol_4_label,sol_5_label,sol_6_label,1_avg_rank_result,1_avg_rank_heur,1_n_assigned,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,1_n_match_support,2_avg_rank_result,2_avg_rank_heur,2_n_assigned,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,2_n_match_support,3_avg_rank_result,3_avg_rank_heur,3_n_assigned,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,3_n_match_support,4_avg_rank_result,4_avg_rank_heur,4_n_assigned,4_bool_CG,4_time,4_time_lim_exceeded,4_optimal,4_n_iter,4_n_match,4_n_match_support,5_avg_rank_result,5_avg_rank_heur,5_n_assigned,5_bool_CG,5_time,5_time_lim_exceeded,5_optimal,5_n_iter,5_n_match,5_n_match_support,6_avg_rank_result,6_avg_rank_heur,6_n_assigned,6_bool_CG,6_time,6_time_lim_exceeded,6_optimal,6_n_iter,6_n_match,6_n_match_support,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA,4_n_stud_impr_DA,4_avg_rank_impr_DA,4_median_rank_impr_DA,4_n_stud_impr_EE,4_avg_rank_impr_EE,4_median_rank_impr_EE,4_n_stud_impr_EADA,4_avg_rank_impr_EADA,4_median_rank_impr_EADA,5_n_stud_impr_DA,5_avg_rank_impr_DA,5_median_rank_impr_DA,5_n_stud_impr_EE,5_avg_rank_impr_EE,5_median_rank_impr_EE,5_n_stud_impr_EADA,5_avg_rank_impr_EADA,5_median_rank_impr_EADA,6_n_stud_impr_DA,6_avg_rank_impr_DA,6_median_rank_impr_DA,6_n_stud_impr_EE,6_avg_rank_impr_EE,6_median_rank_impr_EE,6_n_stud_impr_EADA,6_avg_rank_impr_EADA,6_median_rank_impr_EADA,n_stud_impr_EE_DA,avg_rank_impr_EE_DA,median_rank_impr_EE_DA,n_stud_impr_EADA_DA,avg_rank_impr_EADA_DA,median_rank_impr_EADA_DA,n_stud_impr_EADA_EE,avg_rank_impr_EADA_EE,median_rank_impr_EADA_EE,n_stud_impr_EE_EADA,avg_rank_impr_EE_EADA,median_rank_impr_EE_EADA
40,8,0.0,0.2,906691059,600,6,1.2767750000000004,1.209000000000001,1.2050749999999997,40.00000000000004,40.00000000000004,39.999999999999986,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.142725,1.1427249999999998,40.00000000000001,True,600,True,False,17,16347,16,1.1534750000000116,1.1534750000000003,40.0000000000004,True,600,True,False,17,16508,20,1.1547250000000044,1.1547249999999998,40.000000000000156,True,600,True,False,17,16511,19,1.1427250000000002,1.1427249999999998,40.0,True,600,True,False,13,15875,12,,,,,,,,,,,1.1547249999999998,1.1547249999999993,39.99999999999999,True,600,True,False,13,15941,24,32,0.16756249999999995,0.14500000000000024,21,0.10400000000000081,0.055000000000000826,20,0.10115000000000003,0.05950000000000055,34,0.14505882352939986,0.10199999999998977,31,0.07164516129031148,0.04099999999998971,23,0.07072173913042334,0.03099999999999037,34,0.1435882352941133,0.10849999999999682,27,0.06881481481481114,0.050999999999989054,31,0.06496774193548029,0.045999999999996266,32,0.1675624999999999,0.11449999999999927,20,0.10685000000000071,0.0370000000000007,20,0.09919999999999983,0.03749999999999998,,,,,,,,,,34,0.14358823529411774,0.10849999999999999,25,0.07180000000000102,0.051000000000001044,31,0.06496774193548402,0.04400000000000015,31,0.0874516129032249,0.06599999999999873,31,0.09251612903225805,0.07199999999999984,14,0.013785714285715114,0.00850000000000073,8,0.011124999999999191,0.005999999999999228
40,8,0.0,0.2,413653999,600,6,1.346675,1.288950000000001,1.2915499999999995,40.00000000000001,40.000000000000014,39.99999999999998,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.2029249999998766,1.2029249999999998,40.000000000000014,True,600,True,False,16,15263,14,1.2148500000000084,1.2148500000000002,40.00000000000028,True,600,True,False,15,14539,22,1.2151249999999572,1.215125,39.999999999998614,True,600,True,False,16,15485,23,1.2029249999999998,1.202925,40.0,True,600,True,False,8,15376,12,,,,,,,,,,,1.2151250000000007,1.215125,40.00000000000002,True,600,True,False,8,15533,23,33,0.17424242424257352,0.1319999999999999,17,0.1320578093315858,0.10600000000000054,17,0.13317545639040856,0.10399999999999987,33,0.15978787878786982,0.1389999999999909,29,0.10220689655171607,0.08299999999999419,18,0.09516666666665773,0.0869999999999932,33,0.15945454545458976,0.13250000000010198,23,0.09865217391308617,0.08300000000007013,29,0.10541379310349158,0.0880000000000365,33,0.17424242424242442,0.13200000000000012,15,0.13520952380952406,0.09900000000000098,15,0.1326095238095233,0.09900000000000031,,,,,,,,,,33,0.15945454545454435,0.1329999999999978,23,0.10134595414423365,0.08300000000000218,29,0.10541379310344734,0.08799999999999875,33,0.06996969696969602,0.05699999999999883,33,0.06681818181818176,0.05600000000000005,10,0.007100000000000883,0.0055000000000007265,11,0.01190909090908996,0.004999999999999227
40,8,0.0,0.2,813847339,600,6,1.6415499999999998,1.5549750000000013,1.5563750000000005,40.0,40.00000000000003,39.99999999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.4549249999999994,1.4549249999999991,39.99999999999999,True,600,True,False,15,14557,39,1.4957250000000024,1.4957250000000017,40.000000000000036,True,600,True,False,16,15694,49,1.5011999999999857,1.5011999999999996,39.999999999999496,True,600,True,False,15,14648,50,1.4549249999999994,1.4549249999999994,39.99999999999999,True,600,True,False,8,17809,42,,,,,,,,,,,1.5012000000000147,1.5011999999999994,40.000000000000014,True,600,True,False,8,17810,48,35,0.2132857142857151,0.15576536928826945,10,0.25492946875100386,0.14450000000000163,10,0.2563151335651175,0.14300000000000068,36,0.16202777777777566,0.13135393344896673,33,0.07181818181817856,0.02300000000004876,19,0.08186397673742862,0.0530000000000479,37,0.15172972972974347,0.12500000000002487,22,0.08647375847942845,0.042000000000026516,32,0.0689687500000122,0.03450000000003273,34,0.219558823529412,0.14818561720778234,12,0.22448915019745005,0.131529483077448,11,0.2483518002153989,0.1400589661548941,,,,,,,,,,37,0.15172972972971316,0.1319999999999122,22,0.08679460904074575,0.04191001176356823,32,0.06896874999998442,0.0340000000000219,35,0.09894285714285606,0.09199999999999875,37,0.09208108108108105,0.08400000000000007,14,0.01435714285714394,0.01100000000000112,9,0.013555555555554457,0.010999999999998566
40,8,0.0,0.2,955892128,600,6,1.4437500000000003,1.404475000000001,1.4010500000000006,40.0,40.00000000000004,40.0,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.3225499999999988,1.3225499999999997,39.99999999999987,True,600,True,False,16,15301,30,1.329150000000016,1.3291500000000005,40.000000000000476,True,600,True,False,16,15473,32,1.3317750000000002,1.3317749999999993,40.00000000000001,True,600,True,False,17,16477,33,1.3225499999999997,1.3225499999999997,39.99999999999999,True,600,True,False,8,17575,30,,,,,,,,,,,1.3317750000000008,1.3317749999999997,40.00000000000003,True,600,True,False,8,17559,34,35,0.1385142857142871,0.11199999999995836,17,0.10205882352940993,0.07999999999998031,16,0.09668749999999585,0.06400000000000305,36,0.12733333333331676,0.10299999999998366,36,0.08369444444442883,0.07193775383966039,23,0.07602956008222729,0.060999999999988175,36,0.1244166666666663,0.09943233605925972,28,0.08071428571428618,0.05693233605925996,36,0.0769722222222218,0.0619999999999995,35,0.13851428571428578,0.10200000000000009,18,0.10483333333333425,0.08100000000000085,17,0.09847058823529416,0.06700000000000017,,,,,,,,,,36,0.12441666666666557,0.10399999999999876,28,0.08071428571428554,0.061500000000000554,35,0.07917142857142742,0.06299999999999906,35,0.044885714285713293,0.031999999999998696,35,0.048800000000000024,0.03499999999999992,17,0.009294117647059771,0.005000000000000782,7,0.00999999999999909,0.0029999999999992255
40,8,0.0,0.2,451585301,600,6,1.6015500000000003,1.4590500000000008,1.4581500000000003,40.000000000000014,40.00000000000002,40.00000000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.355125000000005,1.355125,40.00000000000014,True,600,True,False,16,15458,26,1.3795500000000425,1.3798000000000004,40.000000000001265,True,600,True,False,16,15570,34,1.388500000401178,1.3884999999999998,40.00000000000003,True,600,True,False,16,15477,34,1.3551250000000012,1.3551249999999997,40.00000000000005,True,600,True,False,8,17676,25,,,,,,,,,,,1.3877500000000003,1.3877499999999998,40.000000000000014,True,600,True,False,10,19651,36,35,0.28162857142856595,0.12000000000001121,17,0.23082352941175963,0.08300000000000618,14,0.28418321299638616,0.1722824909747369,37,0.23999999999995633,0.13899999999998158,34,0.09352941176466391,0.050499999999961576,21,0.12055660602436022,0.07399999999995388,37,0.23032432389061827,0.13499999999998202,26,0.10689590052765946,0.05549999999999983,34,0.08194117599861421,0.0384999999999982,35,0.28162857142857006,0.10700000000001841,17,0.2399793785270777,0.11943375811492807,15,0.27570996233068734,0.241000000000001,,,,,,,,,,37,0.23113513513513478,0.13500000000000068,26,0.10757656080183596,0.05687676609105452,34,0.0828235294117644,0.04187676609105351,33,0.17272727272727162,0.1049999999999991,34,0.1687058823529412,0.11550000000000005,17,0.023176470588236398,0.012000000000001121,7,0.05042857142857044,0.04299999999999904
40,8,0.0,0.2,43469773,600,6,1.601900000000001,1.5600750000000008,1.5596499999999998,39.999999999999986,40.00000000000003,40.00000000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.4676249999999853,1.4676249999999997,39.999999999999616,True,600,True,False,17,16240,36,1.4795499999999864,1.4795500000000004,39.999999999999716,True,600,True,False,16,15290,41,1.4805749999999998,1.4805749999999995,40.000000000000014,True,600,True,False,17,16153,40,1.467625,1.4676249999999995,39.99999999999999,True,600,True,False,9,18677,37,,,,,,,,,,,1.4805749999999993,1.4805749999999995,39.99999999999999,True,600,True,False,8,17682,37,30,0.17903333333334773,0.15189720621795533,8,0.18680669711359568,0.13207162232155045,6,0.2106332873181105,0.14339362786811538,33,0.14830303030304567,0.1260000000001107,30,0.10736666666668478,0.0905000000000169,18,0.1140555555555707,0.10100000000001541,34,0.14273529411764682,0.11444207316039579,18,0.07768748424261863,0.05550000000000199,30,0.10543333333333318,0.08450000000000013,30,0.17903333333333293,0.1334999999999995,5,0.2388320987852052,0.10271935297465862,4,0.26861028523784086,0.19222057047568197,,,,,,,,,,34,0.14273529411764718,0.11393081892936163,17,0.0826673235856651,0.06212023822234025,30,0.1054333333333334,0.08532874059667173,33,0.05069696969696846,0.04099999999999904,34,0.049705882352941134,0.04200000000000004,13,0.006230769230770338,0.0060000000000006715,10,0.006699999999998818,0.004999999999999116
40,8,0.0,0.2,278009742,600,6,1.6437750000000004,1.5400250000000013,1.5259000000000005,40.0,40.00000000000004,39.99999999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.4631499999998572,1.4658249999999993,40.00000000000067,True,600,True,False,15,14579,42,1.4975999999999725,1.4983500000000054,39.9999999999992,True,600,True,False,15,14540,50,,,nan,True,600,False,False,14,13813,0,1.4631249999999976,1.4631250000000007,39.999999999999936,True,600,True,False,8,17748,41,,,,,,,,,,,,,nan,True,600,False,False,7,16908,0,33,0.21893939393956743,0.12299999999990785,14,0.18892710378536995,0.13984192529023987,13,0.17958749646306518,0.02499999999998548,33,0.17718181818184475,0.11500000000003308,26,0.06526923076925525,0.04435708081362466,10,0.12380000000000582,0.05550000000003019,0,0,0,0,0,0,0,0,0,33,0.2189696969696989,0.12300000000001066,12,0.19973380253955852,0.08968132924080141,14,0.18458167202397455,0.06018132924080022,,,,,,,,,,0,0,0,0,0,0,0,0,0,31,0.13387096774193433,0.07799999999999896,30,0.1571666666666667,0.1130000000000001,20,0.04195000000000125,0.04450000000000154,2,0.12799999999999867,0.12799999999999867
40,8,0.0,0.2,548977048,600,6,1.3481249999999998,1.2680750000000007,1.2693750000000006,40.00000000000001,40.000000000000014,40.0,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.2184249999999832,1.2184250000000003,39.99999999999943,True,600,True,False,16,15566,21,1.242925000000009,1.2429250000000012,40.00000000000028,True,600,True,False,16,15699,30,1.2458000000000038,1.2457999999999996,40.000000000000114,True,600,True,False,16,15731,31,1.2184250000000005,1.2184249999999994,40.000000000000014,True,600,True,False,9,15711,21,,,,,,,,,,,1.2457999999999998,1.2457999999999996,39.99999999999999,True,600,True,False,9,15719,28,30,0.17293333333334965,0.050000000000010925,17,0.14992592592593718,0.08607407407403578,16,0.1659837962963075,0.1149444444444323,34,0.12376470588234302,0.08449999999999447,24,0.04191666666665698,0.0179999999999908,20,0.053866666666654205,0.02849999999999331,34,0.12038235294117237,0.09599999999999287,23,0.0417500945179552,0.010999999999997678,23,0.040999999999996095,0.01899999999999391,31,0.1673548387096768,0.05100000000000038,16,0.14934375000000027,0.0437500000000004,16,0.1561666666666662,0.04708333333333292,,,,,,,,,,34,0.12038235294117676,0.09600000000000009,24,0.04066570158901277,0.01893132238082529,24,0.039291666666666905,0.013511580931861,33,0.09703030303030212,0.07299999999999929,33,0.09545454545454546,0.08200000000000007,15,0.014266666666667567,0.009000000000001007,9,0.025555555555554492,0.0249999999999988
40,8,0.0,0.2,521760889,600,6,1.3292499999999998,1.276600000000001,1.2760500000000004,40.00000000000001,40.00000000000004,40.000000000000036,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.1974249999999993,1.197425,39.99999999999999,True,600,True,False,16,15651,31,1.2148499999999645,1.2148500000000013,40.00000000000005,True,600,True,False,15,14639,32,1.2153499999999986,1.2153500000000006,39.99999999999998,True,600,True,False,16,15632,35,1.1974249999999997,1.1974250000000002,40.0,True,600,True,False,8,17183,30,,,,,,,,,,,1.2153500000000002,1.21535,39.999999999999986,True,600,True,False,8,17222,32,37,0.14251351351351407,0.0770000000000004,13,0.1905471885778468,0.1832848800834208,13,0.18816257319323043,0.1802848800834198,39,0.11733333333336944,0.08099999999999463,36,0.06861111111115142,0.053000000000219316,24,0.08020128710217148,0.05499999999999494,39,0.11682051282051394,0.08500000000000041,26,0.0784615384615405,0.05800000000000227,36,0.06744444444444556,0.05300000000000149,36,0.1464722222222225,0.07700000000000018,13,0.19369000894422103,0.19845789111457357,12,0.20524750968957176,0.23331689426594737,,,,,,,,,,39,0.1168205128205128,0.08499999999999974,27,0.07726483542817021,0.05800000000000072,36,0.06744444444444446,0.053286779445558374,38,0.055421052631578,0.04499999999999882,37,0.05751351351351347,0.0479999999999996,15,0.005933333333334293,0.0060000000000006715,14,0.006571428571427689,0.004999999999999116
40,8,0.0,0.2,434794718,600,6,1.4618499999999996,1.3938000000000004,1.39485,40.0,40.000000000000014,40.00000000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,SD_UPON_DA_SAMPLE,,SD_UPON_EADA_SAMPLE,1.3192749999999995,1.3192749999999995,39.99999999999999,True,600,True,False,16,15453,26,1.3389000000000064,1.3389000000000006,40.000000000000064,True,600,True,False,16,15624,38,1.3399499999999993,1.3399499999999995,40.000000000000014,True,600,True,False,16,15611,36,1.3192749999999998,1.3192749999999995,39.99999999999999,True,600,True,False,8,17646,26,,,,,,,,,,,1.3399500000000002,1.3399499999999995,40.00000000000001,True,600,True,False,7,16733,39,33,0.1728181818181818,0.14000000000000012,16,0.11733250412982316,0.06250000000000133,14,0.132522861862654,0.08950000000000014,36,0.1366111111111043,0.13949999999996288,31,0.07083870967740728,0.07000000000000117,21,0.076590231669177,0.07200000000000006,36,0.13544444444444445,0.13800000000000034,24,0.06402183988871543,0.03900000000000048,32,0.06862499999999998,0.06848066495761262,33,0.17281818181818184,0.14099999999999957,16,0.11690253655571216,0.06250000000000155,14,0.13203147034938428,0.08950000000000014,,,,,,,,,,36,0.13544444444444417,0.13800000000000034,24,0.06432776671678955,0.044500000000001205,31,0.07083870967741908,0.06814609493541468,35,0.07777142857142756,0.08099999999999885,35,0.07657142857142858,0.07200000000000006,11,0.01390909090909186,0.0140000000000009,11,0.017090909090907977,0.00899999999999923
